"","pais","sexo","rango_edad","tasa_suicidio"
"2832","Cambodia"," Female","30to39",4
"2833","Cameroon"," Both sexes","30to39",17.6
"2834","Cameroon"," Male","30to39",27.1
"2835","Cameroon"," Female","30to39",8.1
"2836","Canada"," Both sexes","30to39",12.4
"2837","Canada"," Male","30to39",18
"2838","Canada"," Female","30to39",6.9
"2839","Central African Republic"," Both sexes","30to39",12.2
"2840","Central African Republic"," Male","30to39",18.3
"2841","Central African Republic"," Female","30to39",6.3
"2842","Chad"," Both sexes","30to39",14.7
"2843","Chad"," Male","30to39",19.4
"2844","Chad"," Female","30to39",9.9
"2845","Chile"," Both sexes","30to39",13
"2846","Chile"," Male","30to39",21.1
"2847","Chile"," Female","30to39",4.7
"2848","China"," Both sexes","30to39",6
"2849","China"," Male","30to39",4.7
"2850","China"," Female","30to39",7.4
"2851","Colombia"," Both sexes","30to39",7.8
"2852","Colombia"," Male","30to39",13
"2853","Colombia"," Female","30to39",2.8
"2854","Comoros"," Both sexes","30to39",7.9
"2855","Comoros"," Male","30to39",11.5
"2856","Comoros"," Female","30to39",4.2
"2857","Congo"," Both sexes","30to39",7.7
"2858","Congo"," Male","30to39",10.5
"2859","Congo"," Female","30to39",4.9
"2860","Costa Rica"," Both sexes","30to39",10.1
"2861","Costa Rica"," Male","30to39",17.2
"2862","Costa Rica"," Female","30to39",2.8
"2863","Côte d'Ivoire"," Both sexes","30to39",21.1
"2864","Côte d'Ivoire"," Male","30to39",30
"2865","Côte d'Ivoire"," Female","30to39",12.2
"2866","Croatia"," Both sexes","30to39",12.1
"2867","Croatia"," Male","30to39",20.2
"2868","Croatia"," Female","30to39",3.9
"2869","Cuba"," Both sexes","30to39",9.7
"2870","Cuba"," Male","30to39",16.3
"2871","Cuba"," Female","30to39",2.8
"2872","Cyprus"," Both sexes","30to39",6.1
"2873","Cyprus"," Male","30to39",9.7
"2874","Cyprus"," Female","30to39",2.5
"2875","Czechia"," Both sexes","30to39",12.8
"2876","Czechia"," Male","30to39",18.7
"2877","Czechia"," Female","30to39",6.4
"2878","Democratic People's Republic of Korea"," Both sexes","30to39",12.9
"2879","Democratic People's Republic of Korea"," Male","30to39",13.9
"2880","Democratic People's Republic of Korea"," Female","30to39",11.8
"2881","Democratic Republic of the Congo"," Both sexes","30to39",8.4
"2882","Democratic Republic of the Congo"," Male","30to39",12.6
"2883","Democratic Republic of the Congo"," Female","30to39",4.1
"2884","Denmark"," Both sexes","30to39",9.2
"2885","Denmark"," Male","30to39",12.7
"2886","Denmark"," Female","30to39",5.6
"2887","Djibouti"," Both sexes","30to39",7.6
"2888","Djibouti"," Male","30to39",10.2
"2889","Djibouti"," Female","30to39",4.9
"2890","Dominican Republic"," Both sexes","30to39",16.2
"2891","Dominican Republic"," Male","30to39",28.6
"2892","Dominican Republic"," Female","30to39",4.2
"2893","Ecuador"," Both sexes","30to39",8.3
"2894","Ecuador"," Male","30to39",12.9
"2895","Ecuador"," Female","30to39",3.7
"2896","Egypt"," Both sexes","30to39",6.2
"2897","Egypt"," Male","30to39",10.4
"2898","Egypt"," Female","30to39",2
"2899","El Salvador"," Both sexes","30to39",18.2
"2900","El Salvador"," Male","30to39",35.5
"2901","El Salvador"," Female","30to39",4.5
"2902","Equatorial Guinea"," Both sexes","30to39",25.5
"2903","Equatorial Guinea"," Male","30to39",33
"2904","Equatorial Guinea"," Female","30to39",13.4
"2905","Eritrea"," Both sexes","30to39",9.1
"2906","Eritrea"," Male","30to39",14.6
"2907","Eritrea"," Female","30to39",3.7
"2908","Estonia"," Both sexes","30to39",17.7
"2909","Estonia"," Male","30to39",28.1
"2910","Estonia"," Female","30to39",6.8
"2911","Eswatini"," Both sexes","30to39",21.4
"2912","Eswatini"," Male","30to39",32.5
"2913","Eswatini"," Female","30to39",11
"2914","Ethiopia"," Both sexes","30to39",9.7
"2915","Ethiopia"," Male","30to39",15.3
"2916","Ethiopia"," Female","30to39",4.3
"2917","Fiji"," Both sexes","30to39",7.5
"2918","Fiji"," Male","30to39",13.2
"2919","Fiji"," Female","30to39",1.5
"2920","Finland"," Both sexes","30to39",18.7
"2921","Finland"," Male","30to39",27.6
"2922","Finland"," Female","30to39",9.2
"2923","France"," Both sexes","30to39",13.4
"2924","France"," Male","30to39",20.6
"2925","France"," Female","30to39",5.9
"2926","Gabon"," Both sexes","30to39",7.1
"2927","Gabon"," Male","30to39",10.4
"2928","Gabon"," Female","30to39",3.2
"2929","Gambia"," Both sexes","30to39",5.8
"2930","Gambia"," Male","30to39",8.8
"2931","Gambia"," Female","30to39",3.1
"2932","Georgia"," Both sexes","30to39",7.3
"2933","Georgia"," Male","30to39",13.7
"2934","Georgia"," Female","30to39",1.2
"2935","Germany"," Both sexes","30to39",10.4
"2936","Germany"," Male","30to39",15.9
"2937","Germany"," Female","30to39",4.7
"2938","Ghana"," Both sexes","30to39",6.1
"2939","Ghana"," Male","30to39",9.9
"2940","Ghana"," Female","30to39",2.5
"2941","Greece"," Both sexes","30to39",4.3
"2942","Greece"," Male","30to39",6.1
"2943","Greece"," Female","30to39",2.4
"2944","Grenada"," Both sexes","30to39",0
"2945","Grenada"," Male","30to39",0
"2946","Grenada"," Female","30to39",0
"2947","Guatemala"," Both sexes","30to39",3.2
"2948","Guatemala"," Male","30to39",5.1
"2949","Guatemala"," Female","30to39",1.5
"2950","Guinea"," Both sexes","30to39",7.3
"2951","Guinea"," Male","30to39",10
"2952","Guinea"," Female","30to39",4.5
"2953","Guinea-Bissau"," Both sexes","30to39",4.5
"2954","Guinea-Bissau"," Male","30to39",6.1
"2955","Guinea-Bissau"," Female","30to39",3
"2956","Guyana"," Both sexes","30to39",40
"2957","Guyana"," Male","30to39",66.2
"2958","Guyana"," Female","30to39",15
"2959","Haiti"," Both sexes","30to39",18.8
"2960","Haiti"," Male","30to39",30.3
"2961","Haiti"," Female","30to39",7.8
"2962","Honduras"," Both sexes","30to39",4.5
"2963","Honduras"," Male","30to39",7.2
"2964","Honduras"," Female","30to39",1.9
"2965","Hungary"," Both sexes","30to39",13.7
"2966","Hungary"," Male","30to39",21.2
"2967","Hungary"," Female","30to39",6
"2968","Iceland"," Both sexes","30to39",21.2
"2969","Iceland"," Male","30to39",30.5
"2970","Iceland"," Female","30to39",11.6
"2971","India"," Both sexes","30to39",22.9
"2972","India"," Male","30to39",29.4
"2973","India"," Female","30to39",15.8
"2974","Indonesia"," Both sexes","30to39",3.6
"2975","Indonesia"," Male","30to39",4.9
"2976","Indonesia"," Female","30to39",2.2
"2977","Iran (Islamic Republic of)"," Both sexes","30to39",5
"2978","Iran (Islamic Republic of)"," Male","30to39",6.9
"2979","Iran (Islamic Republic of)"," Female","30to39",3.3
"2980","Iraq"," Both sexes","30to39",5.4
"2981","Iraq"," Male","30to39",6.3
"2982","Iraq"," Female","30to39",4.5
"2983","Ireland"," Both sexes","30to39",13.7
"2984","Ireland"," Male","30to39",22.7
"2985","Ireland"," Female","30to39",5.2
"2986","Israel"," Both sexes","30to39",5.7
"2987","Israel"," Male","30to39",8.2
"2988","Israel"," Female","30to39",3.1
"2989","Italy"," Both sexes","30to39",6.4
"2990","Italy"," Male","30to39",10.1
"2991","Italy"," Female","30to39",2.6
"2992","Jamaica"," Both sexes","30to39",2.5
"2993","Jamaica"," Male","30to39",4.1
"2994","Jamaica"," Female","30to39",1
"2995","Japan"," Both sexes","30to39",18.6
"2996","Japan"," Male","30to39",26.8
"2997","Japan"," Female","30to39",10
"2998","Jordan"," Both sexes","30to39",4.6
"2999","Jordan"," Male","30to39",5.7
"3000","Jordan"," Female","30to39",3.4
"3001","Kazakhstan"," Both sexes","30to39",38.5
"3002","Kazakhstan"," Male","30to39",66
"3003","Kazakhstan"," Female","30to39",11.2
"3004","Kenya"," Both sexes","30to39",3.6
"3005","Kenya"," Male","30to39",6
"3006","Kenya"," Female","30to39",1.3
"3007","Kiribati"," Both sexes","30to39",16.7
"3008","Kiribati"," Male","30to39",30.2
"3009","Kiribati"," Female","30to39",4.5
"3010","Kuwait"," Both sexes","30to39",3.4
"3011","Kuwait"," Male","30to39",3.3
"3012","Kuwait"," Female","30to39",3.4
"3013","Kyrgyzstan"," Both sexes","30to39",13.6
"3014","Kyrgyzstan"," Male","30to39",23.2
"3015","Kyrgyzstan"," Female","30to39",3.9
"3016","Lao People's Democratic Republic"," Both sexes","30to39",11.1
"3017","Lao People's Democratic Republic"," Male","30to39",15
"3018","Lao People's Democratic Republic"," Female","30to39",7.3
"3019","Latvia"," Both sexes","30to39",27.3
"3020","Latvia"," Male","30to39",47.2
"3021","Latvia"," Female","30to39",6.7
"3022","Lebanon"," Both sexes","30to39",3.9
"3023","Lebanon"," Male","30to39",4.4
"3024","Lebanon"," Female","30to39",3.3
"3025","Lesotho"," Both sexes","30to39",28.7
"3026","Lesotho"," Male","30to39",30.4
"3027","Lesotho"," Female","30to39",26.9
"3028","Liberia"," Both sexes","30to39",5.9
"3029","Liberia"," Male","30to39",8
"3030","Liberia"," Female","30to39",3.8
"3031","Libya"," Both sexes","30to39",7.7
"3032","Libya"," Male","30to39",12.2
"3033","Libya"," Female","30to39",3.2
"3034","Lithuania"," Both sexes","30to39",36.3
"3035","Lithuania"," Male","30to39",63.2
"3036","Lithuania"," Female","30to39",9.2
"3037","Luxembourg"," Both sexes","30to39",9.1
"3038","Luxembourg"," Male","30to39",13
"3039","Luxembourg"," Female","30to39",5.3
"3040","Madagascar"," Both sexes","30to39",4.1
"3041","Madagascar"," Male","30to39",5.8
"3042","Madagascar"," Female","30to39",2.3
"3043","Malawi"," Both sexes","30to39",3.9
"3044","Malawi"," Male","30to39",6.5
"3045","Malawi"," Female","30to39",1.4
"3046","Malaysia"," Both sexes","30to39",4.4
"3047","Malaysia"," Male","30to39",6.4
"3048","Malaysia"," Female","30to39",2.2
"3049","Maldives"," Both sexes","30to39",1.8
"3050","Maldives"," Male","30to39",2.4
"3051","Maldives"," Female","30to39",0.8
"3052","Mali"," Both sexes","30to39",6.7
"3053","Mali"," Male","30to39",11
"3054","Mali"," Female","30to39",2.5
"3055","Malta"," Both sexes","30to39",7.7
"3056","Malta"," Male","30to39",12.6
"3057","Malta"," Female","30to39",2.4
"3058","Mauritania"," Both sexes","30to39",4.6
"3059","Mauritania"," Male","30to39",7.2
"3060","Mauritania"," Female","30to39",1.9
"3061","Mauritius"," Both sexes","30to39",11.8
"3062","Mauritius"," Male","30to39",19.2
"3063","Mauritius"," Female","30to39",4.4
"3064","Mexico"," Both sexes","30to39",6.5
"3065","Mexico"," Male","30to39",10.4
"3066","Mexico"," Female","30to39",2.7
"3067","Micronesia (Federated States of)"," Both sexes","30to39",12.2
"3068","Micronesia (Federated States of)"," Male","30to39",18.4
"3069","Micronesia (Federated States of)"," Female","30to39",5.1
"3070","Mongolia"," Both sexes","30to39",21.7
"3071","Mongolia"," Male","30to39",39.3
"3072","Mongolia"," Female","30to39",3.7
"3073","Montenegro"," Both sexes","30to39",8.2
"3074","Montenegro"," Male","30to39",13.8
"3075","Montenegro"," Female","30to39",2.5
"3076","Morocco"," Both sexes","30to39",3.8
"3077","Morocco"," Male","30to39",3.7
"3078","Morocco"," Female","30to39",3.9
"3079","Mozambique"," Both sexes","30to39",6.5
"3080","Mozambique"," Male","30to39",10.4
"3081","Mozambique"," Female","30to39",2.9
"3082","Myanmar"," Both sexes","30to39",10.3
"3083","Myanmar"," Male","30to39",7.6
"3084","Myanmar"," Female","30to39",12.9
"3085","Namibia"," Both sexes","30to39",12.7
"3086","Namibia"," Male","30to39",21.7
"3087","Namibia"," Female","30to39",4.3
"3088","Nepal"," Both sexes","30to39",10.8
"3089","Nepal"," Male","30to39",11.9
"3090","Nepal"," Female","30to39",9.9
"3091","Netherlands"," Both sexes","30to39",12.3
"3092","Netherlands"," Male","30to39",16.9
"3093","Netherlands"," Female","30to39",7.6
"3094","New Zealand"," Both sexes","30to39",14.3
"3095","New Zealand"," Male","30to39",21.6
"3096","New Zealand"," Female","30to39",7.5
"3097","Nicaragua"," Both sexes","30to39",17
"3098","Nicaragua"," Male","30to39",29.4
"3099","Nicaragua"," Female","30to39",5.2
"3100","Niger"," Both sexes","30to39",5.6
"3101","Niger"," Male","30to39",8.6
"3102","Niger"," Female","30to39",2.8
"3103","Nigeria"," Both sexes","30to39",12.1
"3104","Nigeria"," Male","30to39",14.7
"3105","Nigeria"," Female","30to39",9.5
"3106","Norway"," Both sexes","30to39",13.1
"3107","Norway"," Male","30to39",18.7
"3108","Norway"," Female","30to39",7.1
"3109","Oman"," Both sexes","30to39",5.2
"3110","Oman"," Male","30to39",6.7
"3111","Oman"," Female","30to39",1.1
"3112","Pakistan"," Both sexes","30to39",3.8
"3113","Pakistan"," Male","30to39",4.5
"3114","Pakistan"," Female","30to39",3.1
"3115","Panama"," Both sexes","30to39",5.9
"3116","Panama"," Male","30to39",10.3
"3117","Panama"," Female","30to39",1.4
"3118","Papua New Guinea"," Both sexes","30to39",7.8
"3119","Papua New Guinea"," Male","30to39",12.2
"3120","Papua New Guinea"," Female","30to39",3.2
"3121","Paraguay"," Both sexes","30to39",11.4
"3122","Paraguay"," Male","30to39",15.4
"3123","Paraguay"," Female","30to39",7.1
"3124","Peru"," Both sexes","30to39",6.3
"3125","Peru"," Male","30to39",9.3
"3126","Peru"," Female","30to39",3.1
"3127","Philippines"," Both sexes","30to39",3.6
"3128","Philippines"," Male","30to39",5.6
"3129","Philippines"," Female","30to39",1.5
"3130","Poland"," Both sexes","30to39",15.7
"3131","Poland"," Male","30to39",27.9
"3132","Poland"," Female","30to39",3.2
"3133","Portugal"," Both sexes","30to39",8.7
"3134","Portugal"," Male","30to39",14.5
"3135","Portugal"," Female","30to39",3.2
"3136","Qatar"," Both sexes","30to39",7.1
"3137","Qatar"," Male","30to39",8.7
"3138","Qatar"," Female","30to39",1.1
"3139","Republic of Korea"," Both sexes","30to39",26
"3140","Republic of Korea"," Male","30to39",33.9
"3141","Republic of Korea"," Female","30to39",17.6
"3142","Republic of Moldova"," Both sexes","30to39",13.6
"3143","Republic of Moldova"," Male","30to39",23.2
"3144","Republic of Moldova"," Female","30to39",3.7
"3145","Republic of North Macedonia"," Both sexes","30to39",6.7
"3146","Republic of North Macedonia"," Male","30to39",10.6
"3147","Republic of North Macedonia"," Female","30to39",2.5
"3148","Romania"," Both sexes","30to39",8.9
"3149","Romania"," Male","30to39",15
"3150","Romania"," Female","30to39",2.5
"3151","Russian Federation"," Both sexes","30to39",49.7
"3152","Russian Federation"," Male","30to39",88.4
"3153","Russian Federation"," Female","30to39",11.5
"3154","Rwanda"," Both sexes","30to39",8
"3155","Rwanda"," Male","30to39",12.4
"3156","Rwanda"," Female","30to39",4.1
"3157","Saint Lucia"," Both sexes","30to39",7.9
"3158","Saint Lucia"," Male","30to39",13.4
"3159","Saint Lucia"," Female","30to39",2.7
"3160","Saint Vincent and the Grenadines"," Both sexes","30to39",0.7
"3161","Saint Vincent and the Grenadines"," Male","30to39",0
"3162","Saint Vincent and the Grenadines"," Female","30to39",1.4
"3163","Samoa"," Both sexes","30to39",4.8
"3164","Samoa"," Male","30to39",8
"3165","Samoa"," Female","30to39",1.5
"3166","Sao Tome and Principe"," Both sexes","30to39",3.3
"3167","Sao Tome and Principe"," Male","30to39",4.6
"3168","Sao Tome and Principe"," Female","30to39",2
"3169","Saudi Arabia"," Both sexes","30to39",3.5
"3170","Saudi Arabia"," Male","30to39",4.7
"3171","Saudi Arabia"," Female","30to39",1.9
"3172","Senegal"," Both sexes","30to39",5.8
"3173","Senegal"," Male","30to39",9.5
"3174","Senegal"," Female","30to39",2.4
"3175","Serbia"," Both sexes","30to39",10.1
"3176","Serbia"," Male","30to39",15
"3177","Serbia"," Female","30to39",5.1
"3178","Seychelles"," Both sexes","30to39",9.5
"3179","Seychelles"," Male","30to39",16.9
"3180","Seychelles"," Female","30to39",2.1
"3181","Sierra Leone"," Both sexes","30to39",13.2
"3182","Sierra Leone"," Male","30to39",17.4
"3183","Sierra Leone"," Female","30to39",9.1
"3184","Singapore"," Both sexes","30to39",7.6
"3185","Singapore"," Male","30to39",9.8
"3186","Singapore"," Female","30to39",5.6
"3187","Slovakia"," Both sexes","30to39",11.8
"3188","Slovakia"," Male","30to39",20.6
"3189","Slovakia"," Female","30to39",2.5
"3190","Slovenia"," Both sexes","30to39",14.2
"3191","Slovenia"," Male","30to39",23.7
"3192","Slovenia"," Female","30to39",3.8
"3193","Solomon Islands"," Both sexes","30to39",5.3
"3194","Solomon Islands"," Male","30to39",8.3
"3195","Solomon Islands"," Female","30to39",2.4
"3196","Somalia"," Both sexes","30to39",7.6
"3197","Somalia"," Male","30to39",10.4
"3198","Somalia"," Female","30to39",4.9
"3199","South Africa"," Both sexes","30to39",14.4
"3200","South Africa"," Male","30to39",23.7
"3201","South Africa"," Female","30to39",4.7
"3202","South Sudan"," Both sexes","30to39",4.7
"3203","South Sudan"," Male","30to39",6.5
"3204","South Sudan"," Female","30to39",2.8
"3205","Spain"," Both sexes","30to39",6.6
"3206","Spain"," Male","30to39",9.8
"3207","Spain"," Female","30to39",3.3
"3208","Sri Lanka"," Both sexes","30to39",17.3
"3209","Sri Lanka"," Male","30to39",29.9
"3210","Sri Lanka"," Female","30to39",6
"3211","Sudan"," Both sexes","30to39",18.3
"3212","Sudan"," Male","30to39",29.5
"3213","Sudan"," Female","30to39",7.6
"3214","Suriname"," Both sexes","30to39",31.6
"3215","Suriname"," Male","30to39",48.4
"3216","Suriname"," Female","30to39",14.7
"3217","Sweden"," Both sexes","30to39",15.1
"3218","Sweden"," Male","30to39",21.8
"3219","Sweden"," Female","30to39",8.1
"3220","Switzerland"," Both sexes","30to39",9.8
"3221","Switzerland"," Male","30to39",13.9
"3222","Switzerland"," Female","30to39",5.8
"3223","Syrian Arab Republic"," Both sexes","30to39",3.9
"3224","Syrian Arab Republic"," Male","30to39",6.5
"3225","Syrian Arab Republic"," Female","30to39",1.3
"3226","Tajikistan"," Both sexes","30to39",3.6
"3227","Tajikistan"," Male","30to39",5.7
"3228","Tajikistan"," Female","30to39",1.5
"3229","Thailand"," Both sexes","30to39",20.4
"3230","Thailand"," Male","30to39",36.3
"3231","Thailand"," Female","30to39",4.8
"3232","Timor-Leste"," Both sexes","30to39",6.2
"3233","Timor-Leste"," Male","30to39",10.3
"3234","Timor-Leste"," Female","30to39",2.1
"3235","Togo"," Both sexes","30to39",12.9
"3236","Togo"," Male","30to39",18.4
"3237","Togo"," Female","30to39",7.4
"3238","Tonga"," Both sexes","30to39",3.5
"3239","Tonga"," Male","30to39",5
"3240","Tonga"," Female","30to39",2.1
"3241","Trinidad and Tobago"," Both sexes","30to39",19.6
"3242","Trinidad and Tobago"," Male","30to39",33.2
"3243","Trinidad and Tobago"," Female","30to39",6.1
"3244","Tunisia"," Both sexes","30to39",3.7
"3245","Tunisia"," Male","30to39",5.1
"3246","Tunisia"," Female","30to39",2.3
"3247","Turkey"," Both sexes","30to39",13.8
"3248","Turkey"," Male","30to39",22.7
"3249","Turkey"," Female","30to39",4.9
"3250","Turkmenistan"," Both sexes","30to39",8.6
"3251","Turkmenistan"," Male","30to39",14.5
"3252","Turkmenistan"," Female","30to39",2.9
"3253","Uganda"," Both sexes","30to39",14.5
"3254","Uganda"," Male","30to39",18.1
"3255","Uganda"," Female","30to39",10.9
"3256","Ukraine"," Both sexes","30to39",27.3
"3257","Ukraine"," Male","30to39",48.9
"3258","Ukraine"," Female","30to39",5.8
"3259","United Arab Emirates"," Both sexes","30to39",2.8
"3260","United Arab Emirates"," Male","30to39",3.5
